Empresa,Area,Ubicacion,Descripcion
Agropecuaria Bravo,Agricultura / Pesca / Ganaderia,"Managua, Managua","Empresa comercial en sociedad anonima con mas de 10 anos de operaciones, dedicada a la importacion, distribucion y enajenacion de Insumos y Productos para uso agricola y de consumo animal en todo el territorio nacional."
Velacsa,Agricultura / Pesca / Ganaderia,"Leon, Leon","Nuestra empresa se dedica a la produccion de cerdos, procesamiento, embutidos y restaurantes fundada en 2009 como un proyecto del grupo velacsa."
"Proniza, S.A.",Agricultura / Pesca / Ganaderia,"Managua, Managua","PRONIZA, S.A. es una empresa dedicada a la produccion de alimentos agropecuarios de alta calidad: Pollos, Huevos, Cerdos, etc., Para ello cuenta con su propia planta de produccion de ALIMENTOS BALANCEADOS con altos estandares de calidad, y contribuyendo al desarrollo del pais, utilizando un buen porcentaje de materias primas nacionales como sorgo, maiz, calcio, aceite, semolina, etc."
Bagsa,Agricultura / Pesca / Ganaderia,"Managua, Managua","Servicios de registro de transacciones de productos agropecuarios y servicios de laboratorios de granos, cafe y lacteos."
Aquacultura Torrecillas,Agricultura / Pesca / Ganaderia,Chinandega,"Somos un Grupo Acuicultor Geograficamente diversificado, con mas de 27 anos de experiencia; Producimos Camarones de Calidad Premiun con responsabilidad Social y Ambiental."
Agropecuaria Bravo S.A.,Agricultura / Pesca / Ganaderia,"Managua, Managua",Importacion y comercializacion en todo el territorio nacional de bienes e insumos destinados al sector agropecuario y ferreteria.
Agrohisa,Agricultura / Pesca / Ganaderia,"Managua, Managua",Agrohisa es una empresa dedicada a la produccion y exportacion de cafe y crianza/desarrollo de ganado bovino.
AGANORSA,Agricultura / Pesca / Ganaderia,"Managua, Managua","La empresa Aganorsa, esta compuesta por un grupo de empresas enfocadas en las areas de produccion y comercializacion de tabaco, produccion porcina, matadero de cerdos, produccion de ganado de leche y de carne. Busca llegar a sus clientes con los productos de la mas alta calidad."
Agricola RLC,Agricultura / Pesca / Ganaderia,"Leon, Leon","Empresa dedicada a producir bienes agricolas de buena calidad en forma rentable, para el bien de la organizacion, con responsabilidad social y sostenibilidad ambiental."
AGROJAMAICA S.A.,Agricultura / Pesca / Ganaderia,"Managua, Managua","EMPRESA PRODUCTORA Y EXPORTADORA DE MUSACEAS. OPERACION EN HACIENDAS UBICADAS EN EL MUNICIPIO DE TIPITAPA, MANAGUA, CON OFICINAS LOCALIZADAS EN CARRETERA NUEVA A LEON."
Agro Vidas del Campo,Agricultura / Pesca / Ganaderia,"Granada, Granada","Empresa que brinda asesoria en campo, venta y distribucion de Insumos agricolas con un portafolio altamente de calidad para el beneficio y buen resultado de nuestros productores"
AGROJAMAICA S.A.,Agricultura / Pesca / Ganaderia,"Managua, Managua","EMPRESA PRODUCTORA Y EXPORTADORA DE MUSACEAS. OPERACION EN HACIENDAS UBICADAS EN EL MUNICIPIO DE TIPITAPA, MANAGUA, CON OFICINAS LOCALIZADAS EN CARRETERA NUEVA A LEON."
"INDUSTRIAL COMERCIAL SAN MARTIN,SOCIEDAD ANONIMA",Agricultura / Pesca / Ganaderia,"Boaco, Boaco","Industrial Comercial San Martin S.A. es una empresa dedicada al procesamiento y comercializacion de la carne bovina y productos derivados. Inicio operaciones en el ano 1975, y su planta industrial principal se encuentra ubicada en el municipio de Nandaime, Nicaragua."
Exportadora Atlantic S.A.,Agricultura / Pesca / Ganaderia,"Managua, Managua",Empresa multinacional dedicada a la venta de cafe
Cultimarine SAC,Agricultura / Pesca / Ganaderia,Extranjero,Empresa dedicada al cultivo y criadero de conchas de abanico y tilapia para su exportacion.
Profil-Nicaragua,Agricultura / Pesca / Ganaderia,Managua,Somos una empresa que se dedica a la produccion y comercializacion de productos en profilaxis y nutricion para el sector pecuario.
San fernando,Agricultura / Pesca / Ganaderia,"Managua, Managua","Empresa dedicada a la ganaderia,principalmente bovino y porcino. Pretendo desarrollar granja porcina con 500 reproductoras"
San Jose S.A,Agricultura / Pesca / Ganaderia,"Acoyapa, Atlantico Sur",Cultivo de Palma Africana.
Delsolsa,Agricultura / Pesca / Ganaderia,Extranjero,Consultoria Agricola dando servicios en Mexico y America Central
Exportadora Atlantic S.A.,Agricultura / Pesca / Ganaderia,"Managua, Managua",Empresa multinacional comercializadora de cafe
Fincagro,Agricultura / Pesca / Ganaderia,"Managua, Managua",Vision: Ser una empresa Lider que contribuya significativamente al desarrollo agropecuario del Pais. Mision: Satisfacer las necesidades del mercado agropecuario con productos y servicios de primera calidad que genere un beneficio mutuo.
Hacienda 4 Palos,Agricultura / Pesca / Ganaderia,"El Jicaral, Leon",Es una empresa dedicada a la siembra de arroz y produccion de ganado.
VegyFrut S.A.,Agricultura / Pesca / Ganaderia,"Nindiri, Masaya","Venta de Frutas y Vegetales, con Gran crecimiento en el mercado."
Avicola,Agricultura / Pesca / Ganaderia,"Diriomo, Granada",Empresa Avicola
El Potrero Tienda y Veterinaria,Agricultura / Pesca / Ganaderia,"Managua, Managua","TODO PARA EL CUIDO, SALUD Y BELLEZA DE SUS ANIMALES Y MASCOTAS."
Ingustria Procesadora Prohuevo,Agricultura / Pesca / Ganaderia,"Masatepe, Masaya",Se trata de una empresa utilizara el huevo nacional como materia prima para ser exportado posteriormente ya procesado.
Grupo Lala S.A. de C.V,Agricultura / Pesca / Ganaderia,"Managua, Managua","Grupo Lala S.A. de C.V., fundada en 1950, es una empresa dedicada a la industria lechera. Sus actividades van desde procesos en la elaboracion de alimento para ganado, crianza y ordeno, hasta el pasteurizado y envasado de los productos y derivados lacteos. Grupo LALA cuenta con 17 plantas a nivel nacional, mas de 160 centros de distribucion y mas de 7000 camionetas de reparto. Tambien cuenta con plantas y centros de distribucion en Estados Unidos y Guatemala."
FORAGRO CONSULTORIA SRL,Agricultura / Pesca / Ganaderia,"Managua, Managua","Somos una empresa lider que se dedica a la produccion y distribucion de productos para la proteccion y saneamiento de cultivos. Nuestra meta es ser una alternativa que permita a los agricultores precios competitivos y una expectativa alta de calidad en todo momento. Foragro es mas que un nombre y un logo, somos una combinacion de experiencia, conocimiento y atencion al servicio del agricultor. Estos factores y nuestra busqueda constante por la innovacion y las nuevas tecnologias nos han permitido cultivar y fortalecer las relaciones con honestidad e integridad, ofreciendo productos de calidad y un alto valor agregado."
Xoco s.a Nicaragua,Agricultura / Pesca / Ganaderia,"Sebaco, Matagalpa","Xoco [sho-koh] es una empresa que tiene como objetivo producir los mejores granos de cacao con el mejor sabor en el mundo. La empresa esta situada en America Central, donde hemos seleccionado cuidadosamente los arboles mas finos de cacao en la region y los estamos reproduciendo en millones. Los arboles se entregan a agricultores locales calificados, proporcionandoles asistencia tecnica para tener exito como productores de cacao. Una vez que los arboles comienzan a producir, Xoco procede a recopilar, procesar y exportar los granos. Nuestro compromiso con la calidad es implacable. Entendemos que los fabricantes de chocolate gourmet dependen de recibir los granos con los mejores atributos de sabor especifico, calidad constante y de volumen predecible. Esperamos exportar los volumenes comerciales por primera vez a finales de 2010."
"Agropecuaria Bravo, S.A.",Agricultura / Pesca / Ganaderia,"Managua, Managua","Agropecuaria Bravo, S.A. es una empresa de importacion y ventas de productos Agricolas, Veterinario, Accesorios para el campo, venta de alimentos para animales. tiene mas de 15 anos de experiencia."
"Agropecuaria Bravo, S.A.",Agricultura / Pesca / Ganaderia,"Managua, Managua","Agropecuaria Bravo, S.A. es una empresa de importacion y ventas de productos Agricolas, Veterinario, Accesorios para el campo, venta de alimentos para animales. tiene mas de 15 anos de experiencia."
Faranic,Agricultura / Pesca / Ganaderia,"Leon, Leon",Empresa que de dedica a la produccion larval y comercializacion del camaron.
Olam Nicaragua S A,Agricultura / Pesca / Ganaderia,"Matagalpa, Matagalpa","Somos una empresa lider en agro-negocios en 65 paises, manejando semillas, el suministro de alimentos y materias primas industriales a mas de 13.800 clientes en todo el mundo. Nuestro equipo de 23.000 empleados ha construido una posicion de liderazgo en muchas empresas expertas en procesamiento de productos como el cacao, el cafe, anacardo, el arroz y el algodon. Tenemos 44 productos diferentes a traves de 16 plataformas."
Ingenio Monte Rosa,Agricultura / Pesca / Ganaderia,"Chinandega, Chinandega","Pantaleon es una organizacion agroindustrial dedicada al procesamiento de cana de azucar para la produccion de azucar, mieles, alcoholes y energia electrica. Actualmente, como grupo es el principal productor en la region centroamericana y se encuentra posicionado entre los diez mas importantes de Latinoamerica."
Nica Starch Agro,Agricultura / Pesca / Ganaderia,"Tipitapa, Managua",Empresa agricola dedicada al cultivo de la yuca y su exportacion
Ecolatec,Agricultura / Pesca / Ganaderia,Extranjero,Empresa dedicada a la comercializacion y distribucion de tecnologia agricola ecologica. Especializada en equipos solares para el control de plagas en cultivos agricolas.
Tiendas abelino,Agricultura / Pesca / Ganaderia,"Managua, Managua",Muebles
Corporacion de Desarrollo Agricola Del Monte,Agricultura / Pesca / Ganaderia,Extranjero,"Del Monte Fresh es una empresa dedicada a la produccion y exportacion de fruta fresca alrededor del mundo. Con presencia en mas de 50 paises con una fuerza laboral de mas de 45.000 empleados a nivel mundial. En Costa Rica, es la primera exportadora de fruta fresca para lo cual tiene extensas plantaciones de banano, pina, melon, vegetales, etc. Tiene mas 40 anos de presencia en Costa Rica y su casa Matriz se ubica en Estados Unidos."
Sukarne,Agricultura / Pesca / Ganaderia,"Villa El Carmen, Managua","A traves de mas de 40 anos de operacion, SuKarne ha sido un factor clave en la transformacion de la industria carnica en Mexico y en el mundo, al mantener los mas altos estandares y perseguir la continua innovacion de sus procesos. Mision: Mas y mejor carne de calidad para todo el mundo. Vision: Lider reconocido en la transformacion del negocio mundial de carnicos."
Grupo Mag,Agricultura / Pesca / Ganaderia,"Managua, Managua",La compania se dedica a la Agroindustia
Xoco S.A,Agricultura / Pesca / Ganaderia,"Sebaco, Matagalpa","Toda la informacion respecto a nuestra compania, los pueden encontrar en nuestra pagina web www.xocogourmet.com"
SuKarne,Agricultura / Pesca / Ganaderia,"Managua, Managua","Desde hace mas de 45 anos, SuKarne ha sido un factor clave en la transformacion de la industria carnica en Mexico y en el mundo, al mantener los mas altos estandares de calidad y perseguir la continua innovacion de sus procesos.La compania ha creado procesos operativos innovadores, reestructurando los paradigmas de la industria y revolucionando el sistema produccion-mercadotecnia, para el beneficio de los consumidores y de la cadena de valor en su totalidad."
"Wapi Industrial, S.A.",Agricultura / Pesca / Ganaderia,"Managua, Managua","Empresa agricola de capital nicaraguense, ubicada en la Region Caribe Sur del pais, dedicada al cultivo y comercializacion de palma para la extraccion de aceites."
Dong Huang Blaze S.A.,Agricultura / Pesca / Ganaderia,"Managua, Managua",1. Estudio Ingenieria Agricultura o Quimica o Arquitectura
Almidones y Harinas de Exportacion,Agricultura / Pesca / Ganaderia,"Leon, Leon","Empresa del grupo Invercasa, dedicada al cultivo de yuca en el occidente de Nicaragua con el fin de generar materia prima para la elaboracion de harina y Almidon."
Nilac S.A.,Agricultura / Pesca / Ganaderia,"Mateare, Managua","Nilac S.A. Nace en el mes de Agosto del ano 2005 su actividad es elaboracion de productos Lacteos, produciendo, comercializando y exportando alimentos de alta calidad nutricional, competitivos a nivel internacional. Correo directo: ***********@hotmail.com"
Maquisa,Agricultura / Pesca / Ganaderia,"Managua, Managua",Elaboracion de Agroquimicos
Magdalena Company,Agricultura / Pesca / Ganaderia,Managua,Empresa solida dedicada al cultivo y comercializacion de arroz y crianza de ganado vacuno.
"Inversiones Arroceras, S.A.",Agricultura / Pesca / Ganaderia,"Bilwi, Rio San Juan","Agroindustria dedicada a la siembra, cosecha, manufactura, distribucion y venta de arroz."
Virmax Nicaragua S.A.,Agricultura / Pesca / Ganaderia,"Ocotal, Nueva Segovia",Comercializadora y exportadora de Cafe.
"Inversiones Arroceras, S.A.",Agricultura / Pesca / Ganaderia,"Bilwi, Rio San Juan","Agroindustria dedicada a la siembra, cosecha, manufactura, distribucion y venta de arroz."
Virmax Nicaragua S.A.,Agricultura / Pesca / Ganaderia,"Ocotal, Nueva Segovia",Comercializadora y exportadora de Cafe.
SUKARNE,Agricultura / Pesca / Ganaderia,"Villa El Carmen, Managua",Lider reconocido en la transformacion del negocio mundial de carnicos.
Grupo Mag,Agricultura / Pesca / Ganaderia,"Managua, Managua","Empresa dedicada a la agroindustria y el cultivo de arroz, con presencia y experiencia en el mercado por mas de 15 anos, nuestras oficinas centrales estan ubicadas en managua."
"Norteak Nicaragua, S.A.",Agricultura / Pesca / Ganaderia,"Managua, Managua","La empresa Forestal Norteak Nicaragua, S.A. se dedica al manejo de plantaciones forestales de Teca. La empresa Forestal Norteak Nicaragua, S.A. se dedica al manejo de plantaciones forestales de Teca."
Foragro Nicaragua,Agricultura / Pesca / Ganaderia,"Managua, Managua",Empresa dedicada a la venta de productos Agroquimicos con mas de 30 anos a nivel centro americano.
