Empresa,Area,Ubicacion,Descripcion
Ralco Nutritions RALCONUTRI Cia. Ltda.,Agricultura / Pesca / Ganaderia,"Cuenca, Azuay","Nuestra empresa RALCO NUTRITIONS RALCONUTRI CIA. LTDA, se dedica a la importacion, distribucion, comercializacion; venta al por mayor y menor de productos veterinarios y asesoria en la implementacion de insumos tecnologicos para el sector agricola"
Plantec,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Agroexportadora dedicada a la representacion y Seleccion de variedades de rosas y a la Produccion de esquejes, plantas y flores ubicada en el sector de Tababela"
Agricola Natividad s.a. Agrinatsa,Agricultura / Pesca / Ganaderia,"El Triunfo, Guayas","Somos una empresa familiar dedicada a la produccion y comercializacion de banano, cana de azucar y palma aceitera. Contamos con mas de 30 anos de experiencia en el sector."
Exposynergy S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Ser una empresa lider a nivel nacional e internacional, reconocida y posicionada en el ambito pesquero y acuicola, por su excelencia en la calidad e inocuidad de sus productos, generando en nuestros clientes un alto grado de satisfaccion empresarial."
Agrorum S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Asesoria Directa Agroindustrial Ambiental Es un equipo multidisciplinario de profesionales comprometidos con el mejoramiento agroproductivo de America Latina. Brindamos asesorias tecnicas especializadas en diferentes cultivos enfocado hacia la agricultura de precision. Representante Exclusivo de EUROFINS, grupo de 150 laboratorios en todo el mundo enfocados a brindar servicio de analisis agricolas y alimentarios."
BAGATOCORP S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",EXPORTACION A NIVEL MUNDIAL.
Phillips Seafood of Ecuador C.A.,Agricultura / Pesca / Ganaderia,Guayas,Exportadora de Mariscos
Extractora Viche,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Nuestra empresa se dedica la cultivo y procesamiento de oleaginosas tropicales, especificamente palma africana. Contamos con plantaciones y una planta extractora ubicadas en la provincia de Esmeraldas."
Pacific Bouquets,Agricultura / Pesca / Ganaderia,Pichincha,"Produccion Exportacion de Flores Cumplir con el presupuesto anual de ventas Empresa de tamanio mediano, se inicio en 2006 Perfil : Funcionario/a de ventas. Experiencia : preferible. Residencia : Valle de Tumbaco Cartera de Clientes. Trabajo en equipo. Dinamico, Iniciativa, Manejo : Excell, Word, Reportes, Facturacion, Conciliaciones"
Bananera Machala,Agricultura / Pesca / Ganaderia,"Machala, El Oro",Importante Empresa dedicada a la produccion de Banano en la Prov. de El Oro.
Bakuflower S.A.,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","La compania se encuentra en funcionamiento desde Abril del 2010, comercializando todo tipo de flor Ecuatoriana hacia su mayor comprador que es Radostone en Rusia."
Biofeed Cia Ltda,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Empresa que tiene como objeto social principal la elaboracion, produccion, industrializacion, comercializacion y distribucion de productos farmaceuticos, suplementos proteinicos, suplementos vitaminicos, suplementos nutricionales para uso humano y animal."
Banasoft,Agricultura / Pesca / Ganaderia,Guayas,BANASOFT es una compania dedicada a la produccion de banano la misma que siembra su objetivo principal en tener la mejor calidad de fruta para poder satisfacer a los exportadores cuidar de nuestras bhaciendas y demostrar que tenemos el personal calificado para sacar adelante nuestra compania.
Jiclass,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Somos una empresa nueva 100% ecuatoriana dedicada a la comercializacion y distribucion de camaron en la ciudad de Quito cumpliendo con todos los estandares de calidad para la satisfaccion de nuestros clientes.
Agroplantas Cia. ltda.,Agricultura / Pesca / Ganaderia,Pichincha,Empresa dedica a la produccion de tallos y plantas de rosas.
Pollo Favorito S.A. POFASA,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","POFASA es una empresa dedicada a la produccion de carne de pollo. Cuenta con sus propias granjas avicolas, asi como planta de Faenamiento y de Balanceados. Pertenece al grupo LA FAVORITA (SUPERMAXI)."
Flowerstrade,Agricultura / Pesca / Ganaderia,"Loja, Loja",Comercializacion internacional de flores y plantas
"Agroganadera ""La Esmeralda""",Agricultura / Pesca / Ganaderia,"Cuenca, Azuay",Hacienda dedicada a la crianza de ganado y produccion de leche.
Tierrasabia Cia. Ltda.,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Tierrasabia Cia. Ltda. es una empresa dedicada a brindar servicios en el sector agroindustrial del Ecuador.
Oro Agricola,Agricultura / Pesca / Ganaderia,"Machala, El Oro",Empresa Agricola en la provincia de El Oro
AvicMartin,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Empresa dedicada a la comercializacion de productos y servicios agricolas y veterinarios.
Agricola Agronatura S.A.,Agricultura / Pesca / Ganaderia,Pichincha,"Nuestra compania es una empresa nueva, renovada con un staf de personas muy capaces que han creado un ambiente laboral ecepcional en doinde cualquier persona se sentira muy gustosa de trabajar, nos dedicamos a la produccion y exportacion de rosas a diferentes mercados a nivel mundial, nuestro objetivo es que nuestro personal se encuantre contento y que eso se vea reflejado en nuestro producto final."
Agrivk,Agricultura / Pesca / Ganaderia,Pichincha,"Empresa especializada en venta de agroquimicos, roca fosforica, certificaciones ambientales."
Agromaquinaria Maruyama,Agricultura / Pesca / Ganaderia,Pichincha,"AGROMAQUINARIA MARUYAMA & CIA. LTDA., es importador exclusivo de MARUYAMA MFG DE JAPON, con EXPERIENCIA DE MAS DE 17 ANOS EN ECUADOR en la importacion de maquinaria agricola liviana tales como Guadanadoras, Fumigadoras de espalda, estacionarios y semiestacionarias, bombas de fumigacion y de agua, repuestos y accesorios entre otros. tambien somos importadores de equipos y repuestos de Estados Unidos, Korea y Alemania entre otros. Somos Lideres en el mercado de equipos a nivel mundial."
Agricola Saroma S.A.,Agricultura / Pesca / Ganaderia,Guayas,"Somos una empresa dedicada a la actividad agricola especificamente ciclo corto, horticultura. Llevamos 5 anios en el mercado y producimos tanto para el mercado local como para la exportacion."
Triangle GRP,Agricultura / Pesca / Ganaderia,Pichincha,"Empresa floricola, dedicada a la produccion y exportacion de flores."
Agroindustrias Dajahu S.A.,Agricultura / Pesca / Ganaderia,"Duran, Guayas","Agroindustrias Dajahu empresa dedicada a actividades de elaboracion, fabricacion de productos agricolas."
Agropecuaria Los Pinos,Agricultura / Pesca / Ganaderia,"Cotacachi, Imbabura",Somos el almacem mas completo de Cotacachi en el area agricola y veterinario. Ademas de que estamos por abrir el primer Pet shop de la ciudad.
Agroil,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Comercializadora de productos agroindustriales
Floricola Azeriflores S A,Agricultura / Pesca / Ganaderia,"Pujili, Cotopaxi","Empresa que produce y exporta exclusivamente clavel, estamos en el mercado desde hace 4 anos, cubrimos mercados de RUSIA, ESPANA, HOLANDA,CHILE, ITALIA."
Camarones del mar Cobus S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Empresa dedicada a la pesca responsable, control de calidad y exportacion de productos del mar con mas de 30 anos en el mercado."
Hilsea,Agricultura / Pesca / Ganaderia,Pichincha,Somos una importante empresa multinacional exportadora de flores situada en el primer lugar a nivel nacional y mundial
Camaronera Lebama S.A.,Agricultura / Pesca / Ganaderia,Guayas,"Somos un grupo camaronero compuesto por tres camaroneras y dos laboratorios de cria de larvas. Nuestra vision es ser lideres dentro del sector camaronero, con excelente imagen en el mercado,basados en altos indices de calidad,inocuidad, productivodad y excelente servicio."
Servicios Agricolas,Agricultura / Pesca / Ganaderia,Extranjero,Empresa de servicios agricolas dedicada a la exportacion fruticola
Invedelca S.A.,Agricultura / Pesca / Ganaderia,"Mejia, Pichincha","INVEDELCA S.A. Es una empresa Agro-industrial dedicada a la poduccion y comercializacion de hongos frescos como: champinon, portabelo y shitake. Tiene una trayectoria de 25 anos en el Ecuador, Trabajamos bajo la Norma ISO 9001-2008 y somos socios del American Mushroom Institute ""AMI"""
Bio Agro S. A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","BIOA GRO S.A. es una empresa que que ha servido al litoral ecuatoriano por alrededor de 20 anos en lo referente a asistencia tecnica al productor brindando un servicio personalizado y de calidad a traves de todos nuestros productos. La empresa maneja una serie de productos tales como: INSUMOS: Nematicida Biologico) Bioestimulante Foliar) Estimulante Radicular) Humus de Lombriz) Humus Liquido de Lombriz) Ademas, trabajamos con un laboratorio de investigaciones a traves del cual prestamos el servicio de: ANALISIS DE: Suelo Foliar Nematodos Extracto Celular de Peciolo AGUAS oFisico  Quimico oBacteriologico oMetales Pesados"
Agricola Saroma S.A.,Agricultura / Pesca / Ganaderia,Guayas,"Somos una empresa dedicada a la actividad agricola especificamente ciclo corto, horticultura. Llevamos 5 anios en el mercado y producimos tanto para el mercado local como para la exportacion."
Triangle GRP,Agricultura / Pesca / Ganaderia,Pichincha,"Empresa floricola, dedicada a la produccion y exportacion de flores."
Agroindustrias Dajahu S.A.,Agricultura / Pesca / Ganaderia,"Duran, Guayas","Agroindustrias Dajahu empresa dedicada a actividades de elaboracion, fabricacion de productos agricolas."
Agropecuaria Los Pinos,Agricultura / Pesca / Ganaderia,"Cotacachi, Imbabura",Somos el almacem mas completo de Cotacachi en el area agricola y veterinario. Ademas de que estamos por abrir el primer Pet shop de la ciudad.
Agroil,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Comercializadora de productos agroindustriales
Floricola Azeriflores S A,Agricultura / Pesca / Ganaderia,"Pujili, Cotopaxi","Empresa que produce y exporta exclusivamente clavel, estamos en el mercado desde hace 4 anos, cubrimos mercados de RUSIA, ESPANA, HOLANDA,CHILE, ITALIA."
Camarones del mar Cobus S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Empresa dedicada a la pesca responsable, control de calidad y exportacion de productos del mar con mas de 30 anos en el mercado."
Hilsea,Agricultura / Pesca / Ganaderia,Pichincha,Somos una importante empresa multinacional exportadora de flores situada en el primer lugar a nivel nacional y mundial
Camaronera Lebama S.A.,Agricultura / Pesca / Ganaderia,Guayas,"Somos un grupo camaronero compuesto por tres camaroneras y dos laboratorios de cria de larvas. Nuestra vision es ser lideres dentro del sector camaronero, con excelente imagen en el mercado,basados en altos indices de calidad,inocuidad, productivodad y excelente servicio."
Servicios Agricolas,Agricultura / Pesca / Ganaderia,Extranjero,Empresa de servicios agricolas dedicada a la exportacion fruticola
Invedelca S.A.,Agricultura / Pesca / Ganaderia,"Mejia, Pichincha","INVEDELCA S.A. Es una empresa Agro-industrial dedicada a la poduccion y comercializacion de hongos frescos como: champinon, portabelo y shitake. Tiene una trayectoria de 25 anos en el Ecuador, Trabajamos bajo la Norma ISO 9001-2008 y somos socios del American Mushroom Institute ""AMI"""
Bio Agro S. A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","BIOA GRO S.A. es una empresa que que ha servido al litoral ecuatoriano por alrededor de 20 anos en lo referente a asistencia tecnica al productor brindando un servicio personalizado y de calidad a traves de todos nuestros productos. La empresa maneja una serie de productos tales como: INSUMOS: Nematicida Biologico) Bioestimulante Foliar) Estimulante Radicular) Humus de Lombriz) Humus Liquido de Lombriz) Ademas, trabajamos con un laboratorio de investigaciones a traves del cual prestamos el servicio de: ANALISIS DE: Suelo Foliar Nematodos Extracto Celular de Peciolo AGUAS oFisico  Quimico oBacteriologico oMetales Pesados"
Goodfood,Agricultura / Pesca / Ganaderia,Pichincha,Empresa dedicada a la comercializacion de productos de consumo masivo
Nuestra marca S.A.,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Empresa lider en produccion y comercializacion de alimentos y productos de limpieza entre otros, distribuidores en todo el pais con alta calidad."
Fabianacorp,Agricultura / Pesca / Ganaderia,"Empalme, Guayas","es una granja porcicola dedicada a la produccion animal, el OBJETIVO es mejorar parametros reproductivos para generar mas ganancias."
Gruposico,Agricultura / Pesca / Ganaderia,"Alfredo Baquerizo Moreno, Guayas",Empresa Productora de Banano
Pesquera Hayduk S.A.,Agricultura / Pesca / Ganaderia,Extranjero,"Pesquera Hayduk S.A. es actualmente integrante de las 50 empresas mas importantes del Peru con ventas superiores a los US$ 150 millones anuales, y formada integramente por capitales peruanos. Con nuestras principales unidades de negocio: Congelados, Conservas, Aceite, Harina de Pescado; estamos consolidando nuestras operaciones tanto en mercado nacional como internacional."
AM Nufarvet Cia. Ltda.,Agricultura / Pesca / Ganaderia,"Ambato, Tungurahua","IMPORTAMOS Y DISTRIBUIMOS PRODUCTOS VETERINARIOS DE LABORATORIOS RECONOCIDOS DEL EXTRANJERO, ADEMAS DE MAQUINARIA PECUARIA COMO CALEFACTORES AUTOMATICOS A DIESEL Y VENTILADORES PARA USO EN FLORICOLAS, GRANJAS AVICOLAS Y PORCINAS."
Natuflor S.A.,Agricultura / Pesca / Ganaderia,Pichincha,"Natuflor S.A. producimos flores de calidad con gente comprometida, cuidando nuestro entorno social y ambiental. Basados en principios eticos generamos valor para nuestros Clientes, Empleados y Accionistas. Buscamos alcanzar la excelencia en la produccion y mercadeo de flores, con una adecuada rentabilidad social, ambiental y economica."
Insuflor,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Insuflor: Se Dedica a la Comercializacion de Insumos Agroindustriales, entre ellos: Polietileno Agricola e Industrial, tenemos en el mercado 5 anos"
Retraco,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","Retraco es una empresa dedicada a ofrecer, lo mejor en repuestos de tractores y cosechadoras, manteniendo liderazgo en ventas a nivel local y nacional , generando valor con estrategias en beneficio de clientes, accionistas, colaboradores , aliados y sociedad, cumpliendo normas y leyes, con responsabilidad social y etica profesional"
Ecuagro,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Somos una empresa ecuatoriana reconocida en el sector agricola. Producimos y llevamos al campo insumos de optima calidad. Acompanamos a nuestros agricultores con servicio tecnico, apoyado en nuestros recursos de laboratorio y en los conocimientos y experiencia de nuestros profesionales del campo."
Eco Alternativas S.A.,Agricultura / Pesca / Ganaderia,Pichincha,"ECOALTERNATIVAS S.A provee soluciones tecnologicas seguras para el medio ambiente manteniendo un equilibrio con el Ecosistema y reduciendo el impacto ambiental. Facilitando de esta manera un manejo adecuado en la produccion agricola con un enfoque de sustentabilidad. ECOALTERNATIVAS S.A desarrolla y elabora bioabonos liquidos y solidos, microorganismos beneficos, microorganismos aceleradores de compostaje y extractos vegetales, productos que brindan un soporte efectivo, natural y economico a los procesos de fertilizacion y control fito sanitario, bajo los criterios de sostenibilidad, responsabilidad social y etica ambiental."
Disnave S.A.,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Distribuidora de medicina veterinaria en la sierra del pais, con 10 anos en el mercado. Enfocados en la rama de mascotas tanto en medicina como accesorios."
Roses & Roses,Agricultura / Pesca / Ganaderia,Pichincha,"Empresa floricola, lider en el mercado."
Lomira,Agricultura / Pesca / Ganaderia,Guayas,Industria Alimenticia de frutas.
Tomalonfarms Cia Ltda,Agricultura / Pesca / Ganaderia,Pichincha,Empresa floricola productora y exportadora de rosas
Floricultora Cananvalle S.A.,Agricultura / Pesca / Ganaderia,Pichincha,"Empresa floricultora, dedicada a la exportacion de diversos tipos de rosas, especialmente hacia Europa, actividad que se la viene realizando hace casi una decada. Nuestra compania tambien esta enfocada hacia el mercado interno, en marketing y ventas al por mayor."
Agroservicios Andinos s.a.,Agricultura / Pesca / Ganaderia,Pichincha,"direccion cccccccccccc Empresa dedicada a la produccion y cultivo de flores, ubicada en tabacundo."
Tecno foresta,Agricultura / Pesca / Ganaderia,Guayas,Empresa dedicada al proceso y comercializacion de balsa
Proaji Cia Ltda,Agricultura / Pesca / Ganaderia,Pichincha,"Nos dedicamos a siembra, produccion y comercializacion de derivados del Aji en sus distintas variedades."
Pura Pechuga,Agricultura / Pesca / Ganaderia,"Banos, Tungurahua","Empresa avicola dedicada a la produccion y comercializacion de pollos de engorde, pollo faenado y presas seleccionadas"
Promaoro SA.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Procesadora y exportadora de camaron
Grupo NBG,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Grupo de empresas con cultura organizacional distinta, para satisfacer necesidades de clientes nacionales y extranjeros, justificando el rol de ayuda social y contribuyendo especialmente con el medio ambiente."
Propiedades Agro Industriales Surco Activo,Agricultura / Pesca / Ganaderia,"Playas, Guayas","Proyecto Agro Industrial Azucarero, perteneciente a la Corporacion Nacional Hidalgo e Hidalgo. Vision: Ser lider en la industria del azucar de cana con nivel de competencia mundial. Mision: Producir azucar y derivados de cana a traves de tecnologia adecuada, con creatividad, actitud hacia el cambio, mejora continua y trabajo en equipo para lograr niveles de productividad y rentabilidad competitivos a nivel mundial, logrando el fin superior que es el bienestar de nuestros colaboradores y de la comunidad"
Hacienda ag,Agricultura / Pesca / Ganaderia,"Duran, Guayas",Empresa Agricola Industrial con presencia a nivel nacional
Seimar S.A.,Agricultura / Pesca / Ganaderia,Guayas,Seimar S.A.- Es una Empresa que se dedica a la Fabricacion de Harina de Pescado. Constituida Desde 2007.
Sierraflor Cia. Ltda.,Agricultura / Pesca / Ganaderia,Cotopaxi,Empresa dedicada a la produccion de rosas en forma responsable bajo un crecimiento continuo mediante preocesos proactivos e innovadores..
Select,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Importante empresa importa y comercializa productos bovinos con una participacion de mercado por encima del 50% con oficina en Quito y Machachi
Phillips Seafood of Ecuador C.A.,Agricultura / Pesca / Ganaderia,Guayas,Exportadora de Mariscos
Extractora Viche,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Nuestra empresa se dedica la cultivo y procesamiento de oleaginosas tropicales, especificamente palma africana. Contamos con plantaciones y una planta extractora ubicadas en la provincia de Esmeraldas."
Pacific Bouquets,Agricultura / Pesca / Ganaderia,Pichincha,"Produccion Exportacion de Flores Cumplir con el presupuesto anual de ventas Empresa de tamanio mediano, se inicio en 2006 Perfil : Funcionario/a de ventas. Experiencia : preferible. Residencia : Valle de Tumbaco Cartera de Clientes. Trabajo en equipo. Dinamico, Iniciativa, Manejo : Excell, Word, Reportes, Facturacion, Conciliaciones"
Bananera Machala,Agricultura / Pesca / Ganaderia,"Machala, El Oro",Importante Empresa dedicada a la produccion de Banano en la Prov. de El Oro.
Bakuflower S.A.,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","La compania se encuentra en funcionamiento desde Abril del 2010, comercializando todo tipo de flor Ecuatoriana hacia su mayor comprador que es Radostone en Rusia."
Biofeed Cia Ltda,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Empresa que tiene como objeto social principal la elaboracion, produccion, industrializacion, comercializacion y distribucion de productos farmaceuticos, suplementos proteinicos, suplementos vitaminicos, suplementos nutricionales para uso humano y animal."
Banasoft,Agricultura / Pesca / Ganaderia,Guayas,BANASOFT es una compania dedicada a la produccion de banano la misma que siembra su objetivo principal en tener la mejor calidad de fruta para poder satisfacer a los exportadores cuidar de nuestras bhaciendas y demostrar que tenemos el personal calificado para sacar adelante nuestra compania.
Jiclass,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Somos una empresa nueva 100% ecuatoriana dedicada a la comercializacion y distribucion de camaron en la ciudad de Quito cumpliendo con todos los estandares de calidad para la satisfaccion de nuestros clientes.
Agroplantas Cia. ltda.,Agricultura / Pesca / Ganaderia,Pichincha,Empresa dedica a la produccion de tallos y plantas de rosas.
Pollo Favorito S.A. POFASA,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","POFASA es una empresa dedicada a la produccion de carne de pollo. Cuenta con sus propias granjas avicolas, asi como planta de Faenamiento y de Balanceados. Pertenece al grupo LA FAVORITA (SUPERMAXI)."
Guano Rojo S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Empresa dedicada a la comercializacion de fertilizante natural organico. Somos una Empresa unica en Ecuador en su segmento
Ambrofarms,Agricultura / Pesca / Ganaderia,Azuay,"AmbroFarms, es una empresa dedicada a las actividades agricolas y a la importacion y distribucion de maquinaria agricola."
Crustaceos & Peces del Mar,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas","La empresa es una procesadora de productos del mar. Se necesita un profesional en alimentos para que bajo su tutela se procese una variedad de agregado final ( anillos, nugget, bolas, etc, a la materia prima de pescado, camaron, calamar, pulpo y otros. La empresa es nueva en formacion., cuenta en la actualidad con tunel de congelacion -40 , capacidad 5 Tn, camara de mantenimiento -25, capacidad 60 tn."
CEPROMAR S.A.,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",EMPACADORA Y EXPORTADORA DE PESCADO
ECUA-AGRO CMC,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",SERVICIOS AGRICOLAS
CANANVALLE,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Empresa Floricola con mas de 20 anos de experiencia en el sector. La empresa cuenta con una extension de 30 ha y produce y exporta mas de 20 millones de tallos por ano, a varios destinos a nivel mundial principalmente: USA, EUROPA, AUSTRALIA, RUSIA, CHINA"
Asecorpsa,Agricultura / Pesca / Ganaderia,"Guayaquil, Guayas",Importante Empresa Agricola
FALCONFARMS DE ECUADOR S.A.,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",FALCON FARMS es una empresa multinacional dedicada a la produccion y exportacion de flores.
ROMAVERDE S.A,Agricultura / Pesca / Ganaderia,"Quito, Pichincha",Es una empresa Floricola dedicada al cutivo de rosas para clientes exclusivos a nivel mundial . Con una gran trayectoria y reconocimientos con dos Certificaciones que avalan su calidad
GRUPO SIERRA FERTIL,Agricultura / Pesca / Ganaderia,"Salcedo, Cotopaxi","Grupo Sierra Fertil dedicado a la crianza y comercializacion de cubeta de huevos, gallinas, pollo en pie, pollo faneando, ganado, leche, ademas se produce balanceado y se vende la materia prima, para el mismo."
ECUALANDFARMS SA,Agricultura / Pesca / Ganaderia,"Quito, Pichincha","Nuestra empresa se dedica al cultivo y comercializacion de productos agricolas, siendo una de las pioneras en la negociacion y comercializacion de flores para exportacion en diferentes paises"
